NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
9561,6810.90507597686,302.488089706141,6810.13708695561,296.224495732689,6816.97871714652,298.909897535773,4.36515880583082,5.73505724874557,8.22860684862779,12.8528437302858,5.93948229356798,3.57676149303189,0.979,-0.196,0.545,-0.829,-0.214,-0.951,-0.814,-0.479,-0.859,0.282,-0.274,0.799,0.459,0.508,0.385,-0.065,0.131,-0.145,0.032,-0.101,0.001,-0.065,-0.01,-0.044,-0.013,-0.032,-0.015,-0.024,-0.016,-0.02,-0.018,-0.019
9562,6810.49932754304,292.177567008895,6807.87109182529,299.970009163902,6815.03863686737,290.289324942881,1.14695417210539,9.07898235072433,12.4795426191441,8.62264826739024,5.11811908241867,3.30613682269283,0.98,-0.192,0.562,-0.82,-0.195,-0.961,-0.8,-0.473,-0.783,0.264,-0.242,0.631,0.227,0.419,0.275,0.103,0.176,-0.029,0.099,-0.061,0.055,-0.062,0.03,-0.057,0.015,-0.053,0.005,-0.052,-0.003,-0.055,-0.011,-0.062
9563,6814.43378509641,292.803885622436,6809.36086443356,298.829712696276,6804.88370219732,293.664812960989,1.22858044986783,7.59812546446482,8.58939268296224,7.15843547934426,9.12278604735444,4.65790287234082,0.981,-0.187,0.585,-0.803,-0.132,-0.971,-0.749,-0.586,-0.935,0.115,-0.483,0.856,0.498,0.553,0.345,-0.022,0.145,-0.092,0.061,-0.077,0.026,-0.058,0.009,-0.044,0.001,-0.035,-0.003,-0.029,-0.006,-0.025,-0.008,-0.023
9564,6801.99946175155,301.596111745323,6811.42533483558,310.914899027116,6805.73985529786,307.010696690438,3.03182548446596,5.98675879921816,12.5365104775367,7.09308360684369,5.28810003029381,3.07320661669186,0.982,-0.181,0.606,-0.78,-0.065,-0.966,-0.681,-0.657,-0.922,-0.002,-0.592,0.649,0.141,0.739,0.457,0.228,0.286,-0.073,0.126,-0.117,0.049,-0.097,0.015,-0.074,-0.001,-0.058,-0.009,-0.047,-0.015,-0.042,-0.02,-0.041
9565,6814.10873733768,310.890987607028,6818.47852709487,295.724303366513,6802.10384031703,300.022570690445,2.00921994316992,4.02093137128528,11.1092910433534,7.06932303573545,6.22300306160631,3.25083834466135,0.984,-0.167,0.662,-0.734,0.065,-0.968,-0.54,-0.785,-0.909,-0.252,-0.809,0.44,-0.172,0.79,0.344,0.473,0.359,0.092,0.223,-0.062,0.117,-0.094,0.057,-0.086,0.025,-0.072,0.007,-0.06,-0.003,-0.051,-0.008,-0.046
9566,6810.53980793615,290.466193728407,6802.24590185662,294.572822468349,6809.93156183932,301.707336167665,4.30323972937747,7.00750387897654,6.87487425564926,7.53960813457436,6.61180321352774,4.53349796964591,0.982,-0.18,0.617,-0.78,-0.056,-0.99,-0.712,-0.69,-0.985,0.013,-0.647,0.712,0.181,0.959,0.778,0.064,0.197,-0.258,0.022,-0.141,-0.011,-0.074,-0.016,-0.042,-0.015,-0.026,-0.014,-0.017,-0.012,-0.012,-0.011,-0.009
9567,6812.19088984001,301.812101518269,6804.63226873866,303.335192357469,6809.15753055341,299.428779815269,1.7080123062596,8.08185798714366,13.8148116083071,10.6624848188526,9.42500540390122,4.54596220277948,0.971,-0.23,0.391,-0.909,-0.505,-0.834,-0.964,-0.011,-0.305,0.805,0.362,0.318,0.227,-0.012,0.103,-0.063,0.046,-0.059,0.02,-0.049,0.006,-0.041,-0.002,-0.037,-0.008,-0.037,-0.016,-0.041,-0.035,-0.057,-0.087,-0.094
9568,6814.51681335594,302.062528759067,6813.2363586496,304.173952313064,6817.00531033019,301.102975599308,3.40374065120111,9.09411351027974,8.17954372003586,7.71476616325337,4.9327153998214,4.94845640188369,0.981,-0.184,0.598,-0.795,-0.104,-0.986,-0.76,-0.628,-0.949,0.122,-0.502,0.744,0.29,0.783,0.591,0.034,0.189,-0.201,0.034,-0.128,-0.004,-0.074,-0.013,-0.044,-0.014,-0.029,-0.014,-0.02,-0.013,-0.015,-0.013,-0.012
9569,6809.08953588524,299.407725546644,6809.69304057637,293.237833745297,6811.98628510379,294.279343119685,2.40886358044809,6.72265715895626,8.92774849056081,10.8074326948913,9.17464072486312,3.19960878155704,0.978,-0.199,0.534,-0.839,-0.246,-0.961,-0.885,-0.437,-0.834,0.454,0.008,0.771,0.387,0.244,0.238,-0.035,0.108,-0.079,0.046,-0.069,0.017,-0.053,0.004,-0.041,-0.003,-0.033,-0.007,-0.028,-0.011,-0.026,-0.014,-0.025
9570,6802.43368196601,294.256391253461,6818.07644999429,302.410150521932,6818.11298979714,299.27125491141,2.54681288121265,7.03381714525415,8.58444396856598,12.4074179129767,4.68787407370066,2.03499058156551,0.982,-0.18,0.615,-0.782,-0.07,-0.986,-0.723,-0.652,-0.929,0.083,-0.445,0.678,0.179,0.552,0.309,0.179,0.217,-0.005,0.126,-0.058,0.069,-0.065,0.037,-0.059,0.019,-0.052,0.008,-0.047,-0.0001218,-0.044,-0.005,-0.043
9571,6818.19012169815,305.186199037959,6807.78444342867,308.924856883097,6816.70076176526,297.334943749871,1.52684154628498,7.27621495439838,13.5508305107088,14.3411491887643,6.91672424464504,4.87207213747681,0.971,-0.23,0.391,-0.912,-0.516,-0.822,-0.909,0.015,-0.313,0.681,0.278,0.366,0.24,0.034,0.126,-0.052,0.062,-0.061,0.03,-0.055,0.013,-0.05,0.002,-0.048,-0.007,-0.051,-0.021,-0.064,-0.069,-0.113,-0.471,-0.167
9572,6809.91819565242,298.122839518683,6804.46252501297,297.665363767222,6811.84037187697,302.669539191986,3.01140216726094,9.37292474044568,9.66773431144006,9.76001047989812,7.7982904732421,3.42228070446855,0.977,-0.207,0.5,-0.86,-0.314,-0.939,-0.921,-0.349,-0.801,0.568,0.213,0.813,0.432,0.078,0.177,-0.1,0.062,-0.087,0.019,-0.061,0.003,-0.043,-0.004,-0.031,-0.008,-0.024,-0.01,-0.02,-0.012,-0.018,-0.014,-0.018
9573,6813.99363745907,291.90946442404,6803.69870795752,291.323830944138,6812.9588919269,303.376389785512,2.68959097609256,4.22950086710301,9.18621694331163,8.93526892400596,5.05189006855386,2.11360241559076,0.986,-0.16,0.691,-0.714,0.12,-0.978,-0.5,-0.834,-0.893,-0.314,-0.821,0.341,-0.306,0.715,0.222,0.562,0.364,0.193,0.262,-0.021,0.147,-0.083,0.075,-0.085,0.036,-0.073,0.015,-0.06,0.003,-0.05,-0.002,-0.044
9574,6803.92112150358,297.160761260935,6814.41610687823,308.125184761958,6806.50555392191,305.594977532574,2.98553091109528,4.8308971862336,8.54452279639983,14.3674622524584,4.68484764687243,2.10556946369306,0.982,-0.181,0.607,-0.786,-0.088,-0.969,-0.695,-0.605,-0.836,0.047,-0.488,0.541,0.033,0.588,0.308,0.292,0.278,0.034,0.172,-0.066,0.093,-0.086,0.048,-0.081,0.022,-0.073,0.006,-0.067,-0.006,-0.066,-0.015,-0.07
9575,6806.62301858268,308.218467402227,6813.07783002444,300.994539452348,6805.77588480342,309.861320105507,4.74939439432177,4.5126702834867,6.77327119948439,12.1814767580741,6.32725641555925,2.3150828578437,0.982,-0.179,0.617,-0.78,-0.067,-0.981,-0.697,-0.637,-0.863,0.023,-0.553,0.537,-0.017,0.703,0.462,0.364,0.347,-0.08,0.131,-0.14,0.041,-0.104,0.007,-0.072,-0.005,-0.052,-0.011,-0.039,-0.014,-0.032,-0.016,-0.028
9576,6808.71317979214,304.752254499675,6807.63492706617,307.19707179326,6811.16114620192,296.305720792462,2.75855091143977,5.83006006008518,10.8627206735284,8.76737062008233,5.58460168078316,4.55965353721339,0.981,-0.187,0.584,-0.802,-0.127,-0.967,-0.745,-0.594,-0.929,0.117,-0.479,0.774,0.36,0.674,0.455,0.039,0.195,-0.134,0.064,-0.114,0.015,-0.078,-0.003,-0.054,-0.01,-0.039,-0.013,-0.029,-0.015,-0.024,-0.016,-0.022
9577,6817.82339163239,299.004475235351,6812.33626212544,299.595910036192,6805.1895839658,298.871772758655,3.76130491504816,4.92678451874472,7.84190861339909,8.24070383584261,9.38875151692043,1.07114737297557,0.983,-0.174,0.638,-0.755,0.007,-0.987,-0.659,-0.736,-0.935,-0.05,-0.619,0.559,-0.011,0.721,0.412,0.338,0.309,-0.022,0.146,-0.094,0.065,-0.085,0.028,-0.066,0.011,-0.052,0.001,-0.042,-0.004,-0.035,-0.007,-0.032
9578,6802.22713636087,300.771795821199,6804.90404627082,299.295737319617,6817.9424006218,290.525540775274,2.48479140450131,6.89393983399998,9.99140869997093,11.2494362257738,5.8656314318175,1.79201418709501,0.981,-0.186,0.591,-0.801,-0.127,-0.984,-0.788,-0.586,-0.907,0.223,-0.276,0.719,0.256,0.434,0.276,0.101,0.174,-0.026,0.098,-0.056,0.054,-0.057,0.029,-0.052,0.015,-0.046,0.006,-0.042,-0.001,-0.04,-0.005,-0.041
9579,6807.27021653807,305.283493841407,6805.59106720257,299.691817926793,6809.8556386187,303.154681762292,1.74171328962137,9.24517526578601,13.8613819838443,12.0691840994798,8.59326442875048,3.85323770565047,0.97,-0.235,0.369,-0.921,-0.556,-0.809,-0.947,0.099,-0.165,0.747,0.315,0.255,0.2,-0.007,0.097,-0.054,0.046,-0.054,0.022,-0.047,0.008,-0.042,0.0001359,-0.04,-0.007,-0.042,-0.019,-0.052,-0.052,-0.084,-0.241,-0.167
9580,6808.50311877603,310.353720666953,6804.13646694076,300.277741290873,6818.02740980535,292.300981127191,3.48316164605085,9.88511740835437,14.9762893698234,8.60628958815686,8.9117780291788,3.69028795640814,0.969,-0.237,0.359,-0.916,-0.54,-0.799,-0.945,0.037,-0.308,0.84,0.473,0.311,0.237,-0.083,0.078,-0.095,0.022,-0.068,0.002,-0.048,-0.007,-0.037,-0.012,-0.032,-0.018,-0.031,-0.03,-0.038,-0.088,-0.07,0.051,0.377
9581,6808.66102314051,302.15994194663,6809.00143299084,299.860369300347,6816.42267175365,301.206458792764,1.28565891957325,7.95070399913552,7.32440967088353,9.70281164988815,6.94083573564411,4.89310056207367,0.981,-0.183,0.602,-0.792,-0.095,-0.988,-0.753,-0.638,-0.975,0.105,-0.492,0.845,0.447,0.603,0.373,0.004,0.16,-0.095,0.066,-0.082,0.026,-0.061,0.009,-0.045,0.0003836,-0.035,-0.004,-0.028,-0.007,-0.023,-0.008,-0.021
9582,6811.13922297152,292.492911809317,6811.89616781426,300.402205225293,6811.29847076137,291.222034029635,3.88615015276278,7.98601136986511,12.6918567575323,14.2247510750253,4.64858805240105,3.28890728744712,0.973,-0.223,0.424,-0.895,-0.447,-0.851,-0.898,-0.114,-0.486,0.623,0.218,0.522,0.319,0.09,0.172,-0.07,0.073,-0.085,0.026,-0.07,0.004,-0.055,-0.007,-0.046,-0.014,-0.042,-0.023,-0.044,-0.043,-0.056,-0.09,-0.085
9583,6814.0147170392,307.316565250987,6806.22564822239,296.016267422264,6817.78613143866,308.127051617643,1.41807850436508,4.85408879117368,12.3798886425987,9.66345940148047,7.94845251462822,3.16215417879188,0.98,-0.193,0.561,-0.815,-0.174,-0.963,-0.816,-0.523,-0.858,0.318,-0.155,0.686,0.251,0.353,0.242,0.086,0.161,-0.019,0.098,-0.051,0.058,-0.057,0.034,-0.055,0.019,-0.053,0.008,-0.052,-0.001,-0.055,-0.009,-0.061
9584,6802.81445090407,294.494946356075,6810.35427502201,305.925488414054,6811.21175840392,293.194511388183,3.62765634156773,4.93672963837111,13.7202305019412,8.87886715565287,7.10214693107252,2.48409975939554,0.978,-0.199,0.534,-0.824,-0.206,-0.942,-0.82,-0.485,-0.855,0.323,-0.183,0.761,0.364,0.407,0.321,0.016,0.161,-0.092,0.07,-0.092,0.027,-0.075,0.006,-0.06,-0.005,-0.051,-0.013,-0.047,-0.022,-0.049,-0.035,-0.058
9585,6816.97114178761,303.85977712586,6814.13969193499,295.370141922718,6816.08244197256,295.540245101155,2.89374538643939,5.99473428132786,9.37966848120579,11.5641712280623,8.02283390835655,3.70346073170129,0.978,-0.201,0.528,-0.843,-0.26,-0.956,-0.889,-0.415,-0.81,0.46,-0.005,0.764,0.406,0.261,0.255,-0.051,0.106,-0.095,0.038,-0.076,0.01,-0.056,-0.002,-0.041,-0.008,-0.032,-0.011,-0.026,-0.014,-0.024,-0.016,-0.023
9586,6801.7506866019,302.969193237447,6810.07694231863,294.096522004591,6815.83238207867,306.371101182471,2.10384542680052,7.96193431094445,14.6500953768109,11.5647903018552,4.40417739886689,1.3622185001828,0.977,-0.204,0.51,-0.851,-0.302,-0.925,-0.852,-0.301,-0.598,0.418,-0.05,0.495,0.173,0.264,0.185,0.093,0.145,0.008,0.106,-0.031,0.078,-0.049,0.059,-0.062,0.047,-0.077,0.037,-0.108,0.01,-0.216,-0.67,-0.425
9587,6805.64243258926,307.217329566781,6814.09303371434,307.700259776009,6812.74281800692,308.706103246492,3.05978385703483,4.8153377352259,7.05145437520949,7.57679664791958,8.16271744287467,3.77841229389883,0.984,-0.17,0.654,-0.747,0.036,-0.988,-0.61,-0.78,-0.974,-0.159,-0.757,0.565,-0.061,0.845,0.505,0.435,0.4,-0.068,0.152,-0.155,0.043,-0.114,0.005,-0.075,-0.008,-0.05,-0.012,-0.035,-0.013,-0.025,-0.013,-0.021
9588,6817.8245236833,307.105407704543,6815.22421990143,292.315926276322,6804.4356136423,300.037147809589,3.2632879232676,9.50452794704969,8.74167911674173,8.79366606516735,5.39273339438614,2.50907300107244,0.981,-0.185,0.596,-0.798,-0.113,-0.987,-0.773,-0.618,-0.966,0.161,-0.394,0.827,0.388,0.542,0.362,0.031,0.17,-0.091,0.07,-0.086,0.027,-0.066,0.007,-0.049,-0.002,-0.037,-0.006,-0.029,-0.009,-0.024,-0.01,-0.022
9589,6813.61294934566,310.150104261754,6817.14298028318,302.254110949406,6803.29939877225,306.749732066083,4.14460457811277,8.2480211093596,10.6188670548303,9.04366239795518,5.12701681087388,1.31351237883621,0.981,-0.186,0.589,-0.8,-0.122,-0.983,-0.783,-0.602,-0.952,0.202,-0.299,0.809,0.342,0.44,0.293,0.053,0.159,-0.05,0.082,-0.063,0.042,-0.056,0.022,-0.047,0.01,-0.041,0.003,-0.036,-0.002,-0.034,-0.006,-0.034
9590,6818.5301077824,302.818415353981,6805.49422519757,307.127247617029,6812.71152392691,310.068252445834,2.82479926100716,4.48862658923282,7.52499337551087,12.5020573344475,6.5801532949196,2.73373278166115,0.983,-0.178,0.624,-0.776,-0.052,-0.987,-0.701,-0.663,-0.897,0.036,-0.511,0.585,0.054,0.615,0.336,0.289,0.288,0.011,0.16,-0.084,0.075,-0.091,0.031,-0.076,0.009,-0.061,-0.002,-0.05,-0.009,-0.043,-0.013,-0.04
9591,6815.62866218645,296.890476477249,6805.62632673378,302.020231144321,6817.26322938316,307.913716645478,3.01444498065257,9.50664843813568,11.9894143982429,14.594795277264,8.34929607503008,1.01190505744046,0.971,-0.231,0.391,-0.914,-0.533,-0.834,-0.949,0.082,-0.173,0.684,0.247,0.266,0.182,0.035,0.105,-0.026,0.061,-0.039,0.037,-0.04,0.023,-0.04,0.015,-0.042,0.008,-0.048,-0.001,-0.063,-0.023,-0.105,-0.115,-0.211
9592,6811.98256699692,304.109024988781,6812.16468117202,296.492454994721,6813.51729056879,295.178910099889,3.49895383520316,8.67053106638977,11.2394719504485,12.7264972213966,6.89559717997479,3.15364229843804,0.973,-0.221,0.438,-0.892,-0.437,-0.887,-0.964,-0.136,-0.511,0.736,0.344,0.507,0.308,0.011,0.131,-0.084,0.048,-0.074,0.015,-0.055,0.001,-0.041,-0.005,-0.032,-0.01,-0.028,-0.014,-0.026,-0.019,-0.028,-0.027,-0.032
9593,6812.69005674178,292.864436772418,6816.53432709597,291.113512749634,6806.45531326107,293.063978943144,3.05925489289377,4.07180227927823,10.3138443262929,9.24345490497245,8.0830158453675,3.15668185343791,0.981,-0.187,0.587,-0.796,-0.112,-0.974,-0.766,-0.61,-0.929,0.177,-0.362,0.727,0.252,0.543,0.366,0.128,0.221,-0.071,0.098,-0.1,0.036,-0.082,0.009,-0.061,-0.004,-0.046,-0.01,-0.037,-0.013,-0.031,-0.016,-0.028
9594,6812.62981150589,297.076589730055,6802.21902682581,310.68088181694,6813.44610133985,301.908566954806,4.44677013190033,5.77752541749373,10.2632462418887,8.19153404131341,8.00992462039405,4.16310520447699,0.978,-0.199,0.536,-0.83,-0.214,-0.954,-0.847,-0.498,-0.925,0.343,-0.202,0.934,0.632,0.41,0.326,-0.17,0.076,-0.149,0.008,-0.087,-0.009,-0.052,-0.013,-0.033,-0.014,-0.023,-0.014,-0.017,-0.014,-0.013,-0.014,-0.012
9595,6807.03309937663,305.707980782571,6801.01447665293,299.302638790567,6812.31137440042,310.774624931736,4.357384645614,8.39820560152807,11.0571529413909,9.71336596796656,7.5498681483614,1.11369774768521,0.977,-0.204,0.514,-0.848,-0.282,-0.95,-0.912,-0.385,-0.805,0.542,0.168,0.747,0.363,0.128,0.18,-0.048,0.083,-0.063,0.04,-0.053,0.019,-0.043,0.009,-0.036,0.002,-0.032,-0.002,-0.03,-0.006,-0.03,-0.01,-0.033
9596,6803.54884424818,294.289576400222,6816.93561340528,294.508472966478,6811.29313009982,296.21831701422,4.52831518076292,8.94965442533694,13.4213742260816,7.93101857392153,8.38494455074162,3.40682061612196,0.972,-0.225,0.422,-0.89,-0.437,-0.87,-0.957,-0.149,-0.588,0.753,0.465,0.61,0.349,-0.077,0.104,-0.121,0.025,-0.08,0.001,-0.052,-0.007,-0.036,-0.011,-0.027,-0.014,-0.023,-0.017,-0.021,-0.024,-0.023,-0.036,-0.029
9597,6802.44159354235,295.26057847218,6804.67798462921,299.319417312336,6802.65795743333,291.233599038223,3.19386274639319,5.19886158056459,7.31679767604504,11.962227125809,8.35323125125803,2.05847656056868,0.981,-0.186,0.591,-0.801,-0.129,-0.984,-0.781,-0.567,-0.856,0.189,-0.36,0.646,0.196,0.541,0.353,0.149,0.22,-0.056,0.103,-0.089,0.044,-0.076,0.016,-0.06,0.003,-0.048,-0.005,-0.04,-0.01,-0.035,-0.013,-0.033
9598,6803.52155560265,308.280337896691,6812.75290944722,291.674149702145,6806.89774807812,300.506814355663,4.0995848774836,7.84068335114627,6.17571292221784,14.6868373643763,8.86734150558242,1.70344179197572,0.976,-0.208,0.494,-0.862,-0.332,-0.911,-0.845,-0.294,-0.693,0.41,-0.053,0.731,0.435,0.248,0.238,-0.071,0.095,-0.092,0.037,-0.072,0.013,-0.055,0.001,-0.044,-0.006,-0.038,-0.011,-0.036,-0.018,-0.038,-0.028,-0.044
9599,6808.50115123942,294.594235375617,6814.41850673489,308.150835449465,6811.86984369852,309.669268210637,1.17538692438834,4.81438940009005,7.40505983635548,7.80835604352696,9.02840456292814,3.79921971380057,0.985,-0.167,0.664,-0.739,0.055,-0.985,-0.581,-0.79,-0.959,-0.201,-0.777,0.558,-1.949e-05,0.786,0.371,0.326,0.284,0.032,0.164,-0.055,0.089,-0.069,0.047,-0.063,0.024,-0.053,0.011,-0.045,0.003,-0.039,-0.001,-0.036
9600,6807.26010061349,294.942849936155,6813.62536391941,294.105281574064,6811.83734888157,302.561017273532,1.01903757460701,6.52207318802152,7.43327148722258,13.2633815402922,8.26022925554565,4.54069180157716,0.979,-0.196,0.547,-0.83,-0.219,-0.965,-0.863,-0.47,-0.849,0.411,-0.028,0.741,0.33,0.263,0.226,0.01,0.122,-0.05,0.065,-0.056,0.035,-0.05,0.018,-0.044,0.009,-0.04,0.002,-0.038,-0.004,-0.039,-0.009,-0.042
9601,6801.27364370536,308.90061866263,6816.39207813966,293.719119134928,6801.46701591515,307.310920419944,1.83859725230704,5.74765039362499,10.9456217020175,13.2135118856584,5.55705038988881,2.64149472045492,0.98,-0.192,0.563,-0.82,-0.192,-0.963,-0.811,-0.478,-0.781,0.294,-0.199,0.609,0.196,0.381,0.244,0.122,0.177,-0.005,0.112,-0.05,0.067,-0.06,0.039,-0.06,0.022,-0.059,0.01,-0.059,-0.0003444,-0.063,-0.009,-0.072
9602,6814.30221456682,294.67361519806,6818.73991451786,304.4815864691,6805.72243904986,295.407522786888,4.84531448578125,8.40374654191631,8.50292285348014,14.3383656228273,7.35604029762212,2.68059674079946,0.974,-0.22,0.442,-0.89,-0.426,-0.884,-0.935,-0.169,-0.607,0.682,0.37,0.64,0.36,-0.023,0.126,-0.108,0.039,-0.08,0.009,-0.055,-0.003,-0.039,-0.008,-0.03,-0.011,-0.025,-0.014,-0.023,-0.019,-0.023,-0.027,-0.026
9603,6817.10829752213,309.962341972107,6817.51176235424,296.758298686197,6810.5203440499,299.640093856682,4.88841336940069,4.11908786221349,14.0182354323093,9.76047851751276,5.172238531452,1.17058204337355,0.979,-0.193,0.558,-0.804,-0.151,-0.938,-0.737,-0.533,-0.829,0.152,-0.39,0.639,0.204,0.557,0.351,0.149,0.223,-0.043,0.119,-0.082,0.062,-0.08,0.032,-0.072,0.015,-0.067,0.003,-0.068,-0.009,-0.078,-0.026,-0.1
9604,6801.16276095596,307.681764612652,6810.57983877522,308.359510171414,6812.63771283574,308.936812084234,1.11099612372683,9.98274540624319,10.2840041350406,13.4406523570534,9.87635415324273,2.75723998895558,0.972,-0.225,0.415,-0.901,-0.472,-0.861,-0.985,-0.05,-0.282,0.769,0.277,0.305,0.198,0.037,0.111,-0.028,0.063,-0.041,0.037,-0.041,0.022,-0.039,0.013,-0.039,0.006,-0.041,-0.002,-0.047,-0.012,-0.061,-0.03,-0.084
9605,6817.46781228975,295.749881692091,6803.96592252289,293.859144176558,6808.82233240928,290.846808661365,1.90830037065119,7.69442690928464,6.25609494285699,10.7167758962932,6.13140461109141,2.96367734144402,0.983,-0.173,0.643,-0.758,0.003,-0.989,-0.646,-0.744,-0.979,-0.095,-0.703,0.664,0.154,0.795,0.441,0.213,0.259,-0.05,0.122,-0.089,0.055,-0.077,0.024,-0.06,0.008,-0.047,-0.0001329,-0.037,-0.005,-0.031,-0.007,-0.028
9606,6817.39993238376,303.812180700872,6818.40555724305,290.016897089487,6805.59336284223,304.494626568146,1.96061990363453,5.18939334487978,13.0052020958929,8.16840860285604,5.42741090451566,2.40301296817674,0.982,-0.178,0.618,-0.771,-0.044,-0.969,-0.665,-0.669,-0.897,-0.01,-0.543,0.582,0.055,0.611,0.304,0.28,0.262,0.043,0.169,-0.049,0.099,-0.073,0.057,-0.074,0.031,-0.07,0.014,-0.067,0.002,-0.067,-0.007,-0.073
9607,6803.85281047869,301.639524633176,6809.84531234285,290.145806453165,6809.65439529432,307.13107113186,4.69912168095825,8.58347352567674,14.6379462046555,14.3902521066686,7.87124967224181,3.50390481119615,0.965,-0.255,0.271,-0.952,-0.691,-0.682,-0.852,0.343,0.092,0.709,0.356,0.092,0.148,-0.084,0.047,-0.076,0.011,-0.054,-0.002,-0.04,-0.009,-0.033,-0.015,-0.03,-0.024,-0.034,-0.051,-0.051,-0.527,-0.026,0.094,0.104
9608,6804.73326225178,310.035067157024,6812.87485123171,302.654010125826,6810.27139727444,302.75982074092,4.4164479577694,4.70991394812673,9.06964511862871,11.0357261616362,5.21826354947872,2.95037889722147,0.982,-0.182,0.604,-0.788,-0.086,-0.97,-0.7,-0.631,-0.905,0.031,-0.568,0.645,0.148,0.752,0.503,0.207,0.278,-0.118,0.099,-0.132,0.027,-0.094,0.001,-0.065,-0.009,-0.046,-0.013,-0.034,-0.015,-0.027,-0.016,-0.024
9609,6805.56323489515,307.05777735799,6803.70669334473,300.89603513824,6801.47896440146,306.534122434803,2.69439683769062,5.20865474009147,9.7003054829562,8.58359516478995,8.8206349249664,2.74208280429619,0.981,-0.185,0.596,-0.79,-0.092,-0.981,-0.755,-0.641,-0.965,0.143,-0.399,0.769,0.29,0.556,0.361,0.103,0.204,-0.067,0.094,-0.088,0.04,-0.074,0.014,-0.057,0.001,-0.045,-0.005,-0.036,-0.009,-0.031,-0.012,-0.029
9610,6815.67651957846,297.247375196207,6813.11876147409,301.423162396145,6813.1860656342,300.264322937844,2.35328558509627,5.06801286681954,13.1120029479234,7.03268889433043,5.32341009261936,3.99120892265319,0.982,-0.181,0.604,-0.78,-0.067,-0.956,-0.656,-0.644,-0.886,-0.037,-0.63,0.584,0.061,0.773,0.472,0.29,0.319,-0.064,0.144,-0.125,0.056,-0.107,0.017,-0.082,-0.001,-0.065,-0.011,-0.053,-0.018,-0.048,-0.025,-0.048
9611,6809.24052930904,304.54923838286,6805.24352800332,308.958244872259,6810.23671854445,309.299626911594,4.44939088739109,4.47543500088608,6.12222948760468,8.42001666434779,7.11966341182072,1.95874062594208,0.986,-0.161,0.689,-0.716,0.118,-0.985,-0.52,-0.842,-0.911,-0.291,-0.811,0.341,-0.374,0.72,0.237,0.733,0.572,0.16,0.276,-0.16,0.091,-0.143,0.025,-0.096,0.002,-0.065,-0.007,-0.045,-0.01,-0.033,-0.012,-0.027
9612,6810.02312169254,306.013570250242,6807.25780323263,296.497576715591,6807.54624758666,301.186879659597,4.02151293601197,8.25689968066154,13.5219644424048,11.8920867513154,9.54670622483213,3.42922138575156,0.968,-0.242,0.341,-0.929,-0.595,-0.787,-0.96,0.164,-0.104,0.826,0.414,0.195,0.191,-0.078,0.064,-0.082,0.018,-0.059,0.001,-0.042,-0.006,-0.032,-0.01,-0.027,-0.015,-0.026,-0.022,-0.028,-0.041,-0.039,-0.098,-0.066
9613,6818.56362573146,302.450135044687,6801.89584337156,297.261515686904,6803.62109370465,298.250214811991,4.53666904169667,9.86524042966353,14.0744790482801,13.4629146650507,9.30213878040105,4.74534362372892,0.962,-0.264,0.226,-0.965,-0.757,-0.628,-0.83,0.488,0.317,0.677,0.32,-0.045,0.087,-0.102,0.017,-0.066,-0.002,-0.041,-0.009,-0.028,-0.012,-0.022,-0.015,-0.019,-0.021,-0.02,-0.037,-0.027,-0.138,-0.056,0.172,0.187
9614,6814.45217686157,307.42918485571,6814.31564490517,297.408641123482,6807.58961217737,297.754918547813,1.04776024366975,4.66899677935534,14.3502211539388,14.3727351520245,5.97321155865131,2.56707015853376,0.976,-0.208,0.491,-0.861,-0.339,-0.898,-0.826,-0.24,-0.536,0.398,-0.057,0.451,0.148,0.26,0.175,0.106,0.148,0.02,0.116,-0.024,0.091,-0.05,0.073,-0.069,0.06,-0.094,0.047,-0.143,-0.024,-0.297,-0.669,-0.25
9615,6808.06362672169,293.398330632312,6807.04747359873,294.83479193784,6815.35414400213,303.502305527126,1.39871040842555,8.43784174172505,7.35537368893383,11.4630807228129,9.42108259232014,2.98246729252329,0.978,-0.198,0.539,-0.834,-0.231,-0.953,-0.848,-0.462,-0.873,0.401,0.0004606,0.793,0.361,0.233,0.219,-0.011,0.112,-0.057,0.057,-0.057,0.029,-0.049,0.014,-0.042,0.005,-0.036,-0.001,-0.033,-0.005,-0.032,-0.009,-0.033
9616,6802.22104628387,300.568536796692,6810.79978249672,301.292969338448,6810.16280343009,301.815235369406,2.82552158595868,5.37106254935042,11.6837019592569,10.1017485590035,5.44623780098353,4.35715605368517,0.98,-0.193,0.558,-0.819,-0.183,-0.951,-0.779,-0.517,-0.874,0.217,-0.328,0.766,0.365,0.527,0.38,0.028,0.178,-0.112,0.066,-0.104,0.019,-0.076,-0.001,-0.056,-0.009,-0.042,-0.014,-0.034,-0.017,-0.03,-0.021,-0.029
