NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
69,6815.62,304.66,6813.28,291.16,6818.77,309.22,1.38,6.81,11.71,12.05,4.02,3.78,0.98,-0.19,0.56,-0.82,-0.19,-0.96,-0.79,-0.48,-0.77,0.24,-0.27,0.59,0.18,0.44,0.28,0.15,0.20,-0.01,0.12,-0.06,0.07,-0.07,0.03,-0.07,0.02,-0.06,0.00,-0.06,-0.01,-0.06,-0.01,-0.07
70,6816.27,291.06,6806.25,306.69,6808.99,306.28,2.27,7.92,12.43,13.17,8.38,3.35,0.97,-0.23,0.41,-0.91,-0.49,-0.86,-0.97,-0.01,-0.31,0.74,0.30,0.36,0.24,0.02,0.12,-0.06,0.06,-0.06,0.03,-0.05,0.01,-0.04,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.03,-0.05,-0.06,-0.08
71,6812.11,297.08,6817.64,298.49,6810.98,298.96,4.13,4.72,8.73,10.61,8.36,3.85,0.98,-0.20,0.55,-0.83,-0.21,-0.96,-0.85,-0.49,-0.85,0.34,-0.20,0.76,0.39,0.46,0.38,-0.03,0.14,-0.14,0.03,-0.10,0.00,-0.07,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02
72,6804.16,310.34,6812.24,290.02,6805.33,293.38,2.18,8.79,11.52,9.79,4.19,4.87,0.98,-0.20,0.54,-0.84,-0.25,-0.95,-0.84,-0.41,-0.76,0.34,-0.19,0.69,0.35,0.43,0.34,-0.00,0.15,-0.11,0.05,-0.09,0.01,-0.07,-0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.02,-0.03
73,6812.45,306.68,6803.80,297.17,6801.37,310.17,1.20,8.95,7.02,10.43,5.08,3.44,0.98,-0.17,0.64,-0.76,0.00,-0.99,-0.65,-0.74,-0.98,-0.07,-0.65,0.67,0.15,0.72,0.39,0.22,0.25,-0.02,0.13,-0.07,0.07,-0.07,0.03,-0.06,0.01,-0.05,0.01,-0.04,-0.00,-0.04,-0.00,-0.03
74,6805.28,297.40,6817.42,294.23,6809.30,290.87,4.05,8.66,11.24,8.07,5.01,4.15,0.98,-0.20,0.53,-0.84,-0.24,-0.95,-0.86,-0.44,-0.84,0.38,-0.15,0.81,0.48,0.40,0.34,-0.10,0.10,-0.14,0.02,-0.09,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02
75,6808.15,305.28,6804.30,297.47,6817.44,309.64,1.55,7.89,12.20,14.08,8.59,2.27,0.97,-0.22,0.43,-0.90,-0.47,-0.87,-0.95,-0.03,-0.30,0.65,0.20,0.34,0.20,0.08,0.13,-0.01,0.08,-0.04,0.05,-0.04,0.03,-0.04,0.02,-0.05,0.01,-0.05,0.00,-0.07,-0.02,-0.10,-0.07,-0.17
76,6805.10,296.49,6804.53,296.15,6802.65,290.05,2.74,7.56,11.80,11.96,9.18,1.60,0.97,-0.22,0.46,-0.88,-0.40,-0.91,-0.96,-0.17,-0.48,0.68,0.22,0.45,0.25,0.09,0.15,-0.03,0.08,-0.05,0.04,-0.05,0.02,-0.04,0.01,-0.04,0.00,-0.04,-0.00,-0.04,-0.01,-0.05,-0.02,-0.06
77,6809.01,300.99,6816.36,297.78,6814.39,294.65,3.90,5.26,12.10,9.31,4.89,4.73,0.98,-0.20,0.55,-0.82,-0.20,-0.94,-0.77,-0.51,-0.88,0.20,-0.38,0.79,0.42,0.61,0.46,-0.03,0.16,-0.17,0.04,-0.12,-0.00,-0.08,-0.01,-0.05,-0.02,-0.04,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02
78,6817.46,310.45,6806.24,306.07,6818.78,301.06,4.17,9.13,11.44,13.51,4.35,4.10,0.97,-0.22,0.43,-0.89,-0.43,-0.87,-0.92,-0.16,-0.55,0.65,0.25,0.58,0.37,0.07,0.17,-0.10,0.06,-0.10,0.01,-0.07,-0.01,-0.05,-0.01,-0.04,-0.02,-0.03,-0.02,-0.03,-0.03,-0.03,-0.04,-0.03
79,6805.46,296.14,6808.44,306.41,6805.26,304.44,3.75,8.27,6.66,13.26,9.82,1.14,0.98,-0.21,0.50,-0.86,-0.32,-0.92,-0.85,-0.32,-0.73,0.42,-0.00,0.74,0.39,0.21,0.21,-0.05,0.10,-0.07,0.04,-0.06,0.02,-0.05,0.01,-0.04,0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04
80,6814.82,298.32,6818.13,303.94,6805.57,293.74,2.39,5.80,14.55,10.58,9.03,1.68,0.97,-0.21,0.47,-0.86,-0.35,-0.91,-0.93,-0.24,-0.54,0.59,0.12,0.50,0.24,0.17,0.18,0.01,0.11,-0.04,0.07,-0.06,0.04,-0.06,0.02,-0.06,0.01,-0.06,-0.00,-0.07,-0.03,-0.11,-0.12,-0.22
81,6803.44,307.86,6805.49,297.86,6807.73,293.77,4.53,4.31,6.38,9.28,4.93,4.31,0.98,-0.17,0.67,-0.73,0.07,-0.97,-0.53,-0.79,-0.90,-0.28,-0.86,0.38,-0.34,0.85,0.41,0.76,0.66,0.01,0.22,-0.26,0.03,-0.16,-0.01,-0.09,-0.02,-0.05,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02
82,6811.95,299.76,6813.58,290.76,6805.04,294.15,1.90,6.14,6.08,9.78,6.84,3.65,0.98,-0.17,0.66,-0.74,0.05,-0.99,-0.60,-0.79,-0.96,-0.18,-0.78,0.56,-0.03,0.85,0.47,0.35,0.33,-0.03,0.15,-0.10,0.06,-0.09,0.03,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03
83,6814.28,306.57,6810.85,291.25,6807.71,294.54,1.79,7.93,13.77,11.75,9.46,2.49,0.97,-0.23,0.41,-0.90,-0.48,-0.86,-0.97,-0.01,-0.27,0.71,0.25,0.33,0.21,0.05,0.12,-0.03,0.07,-0.05,0.04,-0.05,0.02,-0.05,0.01,-0.05,0.00,-0.05,-0.01,-0.06,-0.03,-0.09,-0.12,-0.18
84,6811.93,296.82,6801.50,295.90,6810.52,309.44,1.40,4.28,9.63,13.05,8.61,1.71,0.98,-0.19,0.58,-0.81,-0.16,-0.98,-0.81,-0.51,-0.76,0.29,-0.20,0.53,0.11,0.35,0.18,0.16,0.16,0.05,0.12,-0.01,0.09,-0.03,0.07,-0.05,0.05,-0.06,0.04,-0.06,0.03,-0.07,0.02,-0.09
85,6807.21,297.09,6813.52,294.51,6815.15,290.14,1.84,9.44,13.52,12.62,4.45,2.17,0.98,-0.21,0.48,-0.87,-0.37,-0.91,-0.89,-0.19,-0.50,0.50,0.04,0.47,0.20,0.21,0.18,0.05,0.13,-0.02,0.08,-0.05,0.05,-0.06,0.04,-0.06,0.02,-0.07,0.01,-0.08,-0.01,-0.12,-0.08,-0.22
86,6801.39,300.62,6806.18,309.58,6802.47,306.29,3.63,5.27,6.46,8.26,6.18,2.34,0.99,-0.16,0.70,-0.71,0.13,-0.98,-0.49,-0.86,-0.92,-0.35,-0.89,0.33,-0.40,0.82,0.36,0.73,0.53,0.08,0.24,-0.14,0.09,-0.13,0.03,-0.09,0.01,-0.06,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03
87,6815.57,300.52,6801.33,300.29,6801.49,309.16,1.77,6.07,14.36,12.79,6.96,2.90,0.97,-0.22,0.46,-0.88,-0.40,-0.89,-0.90,-0.16,-0.48,0.56,0.11,0.47,0.24,0.16,0.18,0.01,0.11,-0.04,0.07,-0.06,0.04,-0.06,0.02,-0.06,0.01,-0.07,-0.01,-0.09,-0.05,-0.14,-0.38,-0.27
88,6805.14,307.29,6805.32,299.17,6812.88,306.66,1.13,7.04,14.25,10.88,4.12,3.87,0.98,-0.20,0.53,-0.84,-0.26,-0.93,-0.79,-0.38,-0.68,0.28,-0.21,0.55,0.17,0.40,0.26,0.13,0.19,-0.01,0.12,-0.06,0.07,-0.07,0.04,-0.07,0.02,-0.08,0.01,-0.09,-0.02,-0.12,-0.08,-0.19
89,6808.92,291.77,6804.33,299.46,6802.19,298.92,2.10,6.06,12.57,8.76,5.88,1.70,0.98,-0.18,0.60,-0.79,-0.08,-0.97,-0.73,-0.63,-0.91,0.12,-0.39,0.66,0.17,0.50,0.27,0.18,0.20,0.02,0.13,-0.04,0.08,-0.06,0.05,-0.06,0.03,-0.06,0.02,-0.06,0.01,-0.06,0.00,-0.07
90,6806.43,298.97,6803.80,298.91,6812.71,300.61,3.70,7.65,6.86,10.10,6.94,3.50,0.98,-0.19,0.58,-0.81,-0.13,-0.98,-0.79,-0.59,-0.96,0.17,-0.45,0.86,0.52,0.65,0.43,-0.09,0.13,-0.15,0.03,-0.10,0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01
91,6811.18,297.77,6801.05,296.36,6807.40,290.12,1.62,6.40,14.63,13.79,5.81,4.56,0.97,-0.22,0.42,-0.90,-0.46,-0.83,-0.86,-0.09,-0.45,0.57,0.17,0.48,0.28,0.12,0.17,-0.03,0.09,-0.07,0.05,-0.07,0.02,-0.06,0.01,-0.06,-0.01,-0.07,-0.03,-0.09,-0.12,-0.17,-0.33,0.43
92,6802.35,295.81,6803.73,297.12,6807.38,304.23,1.80,6.47,6.87,12.85,6.87,3.84,0.98,-0.19,0.59,-0.80,-0.12,-0.98,-0.77,-0.60,-0.94,0.18,-0.35,0.78,0.32,0.51,0.34,0.07,0.18,-0.07,0.09,-0.08,0.04,-0.07,0.02,-0.05,0.00,-0.04,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03
93,6818.86,291.80,6807.90,307.61,6811.11,301.54,3.18,9.87,11.55,11.88,8.27,4.72,0.97,-0.23,0.37,-0.92,-0.55,-0.82,-0.98,0.06,-0.26,0.88,0.49,0.26,0.21,-0.10,0.06,-0.09,0.01,-0.06,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02
94,6811.00,298.57,6810.16,294.99,6805.16,306.61,3.43,7.04,8.86,10.88,8.14,3.30,0.98,-0.20,0.53,-0.84,-0.26,-0.96,-0.89,-0.42,-0.84,0.45,-0.00,0.84,0.47,0.23,0.24,-0.09,0.09,-0.10,0.03,-0.07,0.00,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02
95,6815.92,301.28,6811.06,297.97,6810.46,302.42,1.47,6.37,10.61,9.48,7.53,4.62,0.98,-0.19,0.56,-0.82,-0.20,-0.97,-0.83,-0.51,-0.91,0.33,-0.13,0.84,0.40,0.32,0.26,-0.01,0.13,-0.07,0.06,-0.07,0.03,-0.06,0.01,-0.04,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
96,6807.20,305.85,6816.53,290.65,6801.06,294.76,4.06,6.11,13.02,10.40,5.10,1.46,0.98,-0.20,0.55,-0.82,-0.21,-0.95,-0.81,-0.47,-0.82,0.31,-0.18,0.71,0.30,0.38,0.28,0.05,0.16,-0.05,0.08,-0.07,0.04,-0.06,0.02,-0.06,0.01,-0.05,0.00,-0.05,-0.01,-0.06,-0.02,-0.07
97,6804.49,305.17,6813.70,302.88,6806.52,299.18,1.22,8.66,14.39,11.27,4.43,3.29,0.98,-0.21,0.49,-0.86,-0.34,-0.91,-0.84,-0.25,-0.57,0.41,-0.05,0.51,0.21,0.28,0.22,0.07,0.15,-0.03,0.09,-0.06,0.06,-0.07,0.04,-0.07,0.02,-0.07,0.00,-0.09,-0.03,-0.15,-0.28,-0.30
98,6815.94,294.08,6806.61,299.67,6810.56,290.98,1.29,9.61,8.08,13.32,6.98,2.00,0.98,-0.20,0.54,-0.83,-0.22,-0.96,-0.87,-0.47,-0.83,0.46,0.02,0.67,0.27,0.23,0.20,0.03,0.12,-0.03,0.07,-0.04,0.04,-0.04,0.03,-0.04,0.02,-0.04,0.01,-0.04,0.00,-0.05,-0.00,-0.05
99,6814.61,308.57,6807.70,303.36,6809.95,298.51,4.81,5.88,8.07,10.86,9.30,3.47,0.98,-0.20,0.51,-0.85,-0.29,-0.95,-0.91,-0.36,-0.76,0.47,-0.04,0.79,0.54,0.29,0.27,-0.15,0.06,-0.13,0.01,-0.08,-0.01,-0.05,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.02,-0.01
100,6818.59,292.52,6817.45,306.65,6808.74,303.74,4.60,4.35,12.31,8.33,6.88,4.72,0.98,-0.20,0.52,-0.83,-0.22,-0.93,-0.80,-0.49,-0.91,0.28,-0.26,0.89,0.56,0.51,0.40,-0.13,0.11,-0.17,0.01,-0.11,-0.01,-0.06,-0.02,-0.04,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
101,6812.76,305.29,6818.57,300.80,6809.56,297.98,3.19,6.70,9.85,9.14,5.13,4.86,0.98,-0.19,0.58,-0.81,-0.14,-0.97,-0.77,-0.58,-0.94,0.15,-0.45,0.81,0.42,0.68,0.47,-0.03,0.16,-0.16,0.04,-0.11,0.00,-0.07,-0.01,-0.05,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01
102,6809.90,303.95,6804.66,293.14,6814.57,292.10,3.87,6.96,6.42,12.98,4.79,2.65,0.98,-0.18,0.61,-0.79,-0.08,-0.97,-0.70,-0.64,-0.93,0.02,-0.59,0.69,0.23,0.77,0.48,0.14,0.24,-0.11,0.09,-0.11,0.03,-0.09,0.01,-0.06,-0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.01,-0.03
103,6818.74,290.53,6814.37,307.95,6803.23,303.59,2.17,4.69,9.06,12.41,7.45,3.16,0.98,-0.19,0.58,-0.81,-0.15,-0.98,-0.81,-0.54,-0.86,0.26,-0.25,0.68,0.23,0.44,0.29,0.11,0.19,-0.03,0.10,-0.07,0.05,-0.07,0.02,-0.06,0.01,-0.05,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04
104,6811.37,292.10,6803.94,293.97,6802.31,296.03,1.88,8.38,13.50,9.63,5.14,4.80,0.98,-0.21,0.49,-0.86,-0.34,-0.91,-0.86,-0.29,-0.67,0.44,-0.02,0.67,0.38,0.26,0.25,-0.05,0.11,-0.09,0.04,-0.08,0.01,-0.06,-0.00,-0.05,-0.01,-0.04,-0.01,-0.04,-0.03,-0.04,-0.04,-0.06
105,6813.68,301.07,6818.69,294.46,6816.23,294.93,2.00,8.35,12.05,11.24,4.34,4.43,0.98,-0.20,0.52,-0.85,-0.28,-0.94,-0.85,-0.36,-0.71,0.40,-0.10,0.66,0.33,0.34,0.28,0.01,0.14,-0.09,0.06,-0.08,0.02,-0.07,0.00,-0.05,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04,-0.03,-0.04
106,6817.85,299.30,6801.37,297.91,6811.07,306.45,4.10,7.96,10.86,10.54,6.70,1.27,0.98,-0.20,0.53,-0.84,-0.26,-0.96,-0.90,-0.42,-0.82,0.49,0.08,0.75,0.36,0.19,0.20,-0.03,0.10,-0.06,0.05,-0.06,0.02,-0.05,0.01,-0.04,0.00,-0.03,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
107,6808.11,298.50,6802.78,305.85,6818.89,305.16,4.60,4.14,13.39,8.05,8.15,1.95,0.98,-0.20,0.54,-0.81,-0.17,-0.94,-0.80,-0.54,-0.89,0.27,-0.27,0.76,0.35,0.50,0.37,0.03,0.18,-0.10,0.07,-0.10,0.03,-0.08,0.01,-0.06,-0.01,-0.05,-0.01,-0.05,-0.02,-0.05,-0.03,-0.05
108,6803.20,297.16,6805.53,294.40,6804.89,305.41,4.44,7.55,9.48,10.42,5.44,4.27,0.98,-0.20,0.53,-0.84,-0.25,-0.95,-0.86,-0.45,-0.89,0.39,-0.11,0.92,0.59,0.31,0.28,-0.15,0.07,-0.13,0.01,-0.08,-0.01,-0.05,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01
109,6803.10,294.87,6806.36,306.04,6805.64,305.57,4.09,7.33,7.70,9.07,7.21,1.95,0.98,-0.18,0.61,-0.79,-0.08,-0.99,-0.74,-0.65,-0.97,0.08,-0.55,0.79,0.40,0.71,0.43,0.02,0.17,-0.11,0.07,-0.09,0.02,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
110,6810.95,298.89,6817.62,290.21,6804.42,292.46,1.51,6.01,9.40,13.07,4.67,3.77,0.98,-0.19,0.59,-0.80,-0.12,-0.97,-0.75,-0.58,-0.87,0.16,-0.37,0.66,0.20,0.51,0.31,0.15,0.21,-0.02,0.12,-0.07,0.06,-0.07,0.03,-0.06,0.01,-0.06,0.00,-0.05,-0.00,-0.05,-0.01,-0.05
111,6814.30,309.48,6816.89,296.98,6812.12,291.93,3.21,4.87,11.42,7.01,5.43,4.20,0.98,-0.18,0.62,-0.77,-0.03,-0.96,-0.63,-0.69,-0.92,-0.10,-0.72,0.58,0.01,0.88,0.58,0.34,0.35,-0.12,0.12,-0.16,0.03,-0.11,0.00,-0.07,-0.01,-0.05,-0.01,-0.04,-0.02,-0.03,-0.02,-0.03
112,6806.09,299.79,6818.84,306.95,6814.02,308.03,3.64,4.40,13.42,7.30,9.54,2.45,0.98,-0.20,0.53,-0.81,-0.17,-0.94,-0.81,-0.54,-0.91,0.31,-0.20,0.79,0.37,0.43,0.34,0.02,0.17,-0.10,0.07,-0.10,0.03,-0.08,0.01,-0.06,-0.01,-0.05,-0.01,-0.05,-0.02,-0.05,-0.03,-0.05
113,6809.33,306.96,6809.90,307.56,6818.41,301.92,3.62,9.07,11.51,10.86,5.44,3.63,0.98,-0.21,0.48,-0.87,-0.35,-0.92,-0.93,-0.28,-0.69,0.59,0.17,0.70,0.40,0.12,0.20,-0.09,0.07,-0.09,0.02,-0.07,0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.02,-0.02,-0.03
114,6811.27,291.89,6816.15,302.23,6802.10,303.05,4.87,6.91,8.62,9.69,8.38,1.87,0.98,-0.20,0.55,-0.83,-0.21,-0.97,-0.86,-0.48,-0.88,0.34,-0.19,0.88,0.55,0.34,0.28,-0.10,0.09,-0.11,0.03,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02
115,6803.80,296.93,6801.42,307.70,6801.56,291.39,3.42,4.33,12.86,14.86,7.26,4.27,0.97,-0.23,0.41,-0.90,-0.46,-0.83,-0.87,-0.08,-0.45,0.58,0.16,0.50,0.31,0.13,0.20,-0.06,0.09,-0.10,0.03,-0.08,0.00,-0.06,-0.01,-0.05,-0.02,-0.05,-0.03,-0.05,-0.07,-0.07,-0.19,-0.12
116,6807.81,308.14,6808.89,296.19,6806.55,306.56,1.10,5.76,7.11,10.37,4.53,3.12,0.99,-0.16,0.71,-0.70,0.15,-0.98,-0.47,-0.87,-0.90,-0.37,-0.88,0.32,-0.33,0.74,0.23,0.56,0.33,0.19,0.24,0.00,0.15,-0.06,0.09,-0.07,0.05,-0.06,0.03,-0.06,0.01,-0.05,0.01,-0.04
117,6804.27,301.48,6808.54,301.05,6806.23,310.08,3.66,4.69,8.87,13.44,8.76,1.91,0.98,-0.20,0.53,-0.84,-0.27,-0.95,-0.86,-0.36,-0.68,0.38,-0.13,0.59,0.25,0.37,0.28,0.06,0.16,-0.07,0.08,-0.08,0.03,-0.07,0.01,-0.06,-0.00,-0.05,-0.01,-0.04,-0.02,-0.04,-0.02,-0.05
118,6812.10,308.38,6817.21,292.73,6807.91,299.87,1.61,6.17,12.49,7.75,5.96,2.10,0.98,-0.18,0.62,-0.77,-0.04,-0.97,-0.68,-0.68,-0.92,0.01,-0.51,0.63,0.11,0.58,0.29,0.23,0.23,0.03,0.15,-0.04,0.09,-0.06,0.06,-0.06,0.03,-0.06,0.02,-0.06,0.01,-0.06,0.00,-0.06
119,6814.48,296.01,6811.04,295.61,6813.67,298.15,2.29,7.28,12.22,10.35,5.43,3.98,0.98,-0.20,0.53,-0.84,-0.26,-0.94,-0.85,-0.41,-0.79,0.39,-0.09,0.73,0.38,0.32,0.28,-0.02,0.13,-0.09,0.05,-0.08,0.02,-0.06,0.00,-0.05,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04,-0.02,-0.04
120,6804.83,290.28,6802.63,293.91,6811.34,300.57,3.50,6.31,9.74,13.51,4.04,4.09,0.98,-0.20,0.54,-0.83,-0.22,-0.94,-0.79,-0.46,-0.83,0.27,-0.26,0.75,0.37,0.48,0.37,0.01,0.17,-0.12,0.06,-0.11,0.01,-0.08,-0.01,-0.06,-0.01,-0.04,-0.02,-0.03,-0.02,-0.03,-0.03,-0.03
121,6802.16,299.73,6801.14,308.57,6808.24,297.42,4.64,6.81,14.80,8.27,9.25,1.17,0.97,-0.22,0.46,-0.86,-0.35,-0.91,-0.95,-0.27,-0.66,0.67,0.28,0.62,0.34,0.07,0.16,-0.07,0.07,-0.07,0.03,-0.06,0.01,-0.05,0.00,-0.05,-0.00,-0.05,-0.01,-0.05,-0.04,-0.08,-0.14,-0.18
122,6817.20,291.23,6811.81,307.07,6817.83,292.62,4.28,4.29,11.73,11.62,6.33,3.04,0.98,-0.20,0.53,-0.84,-0.24,-0.93,-0.82,-0.43,-0.79,0.32,-0.20,0.71,0.35,0.44,0.35,0.01,0.16,-0.12,0.06,-0.10,0.01,-0.07,-0.00,-0.06,-0.01,-0.04,-0.02,-0.04,-0.02,-0.03,-0.03,-0.03
123,6808.93,298.95,6808.95,292.70,6814.88,292.84,3.38,9.58,11.42,13.05,5.94,3.35,0.97,-0.22,0.43,-0.90,-0.45,-0.88,-0.96,-0.10,-0.46,0.73,0.33,0.48,0.30,0.02,0.13,-0.08,0.05,-0.07,0.02,-0.06,0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.03,-0.04
124,6809.67,304.21,6817.64,301.38,6818.40,301.24,4.46,6.21,13.92,14.28,6.49,2.36,0.97,-0.23,0.40,-0.91,-0.49,-0.82,-0.88,-0.03,-0.40,0.63,0.25,0.46,0.29,0.05,0.15,-0.07,0.06,-0.08,0.03,-0.07,0.01,-0.05,-0.01,-0.05,-0.01,-0.05,-0.03,-0.06,-0.08,-0.10,-0.62,-0.10
125,6811.43,302.93,6814.28,307.06,6817.04,295.69,4.30,9.84,10.06,7.53,4.15,4.02,0.98,-0.19,0.56,-0.82,-0.18,-0.97,-0.83,-0.52,-0.87,0.30,-0.25,0.74,0.33,0.51,0.41,0.03,0.18,-0.15,0.04,-0.12,0.00,-0.07,-0.01,-0.05,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02
126,6803.58,306.17,6807.08,306.98,6811.38,294.48,3.79,5.21,11.67,14.30,6.48,4.36,0.97,-0.22,0.44,-0.89,-0.41,-0.86,-0.89,-0.18,-0.58,0.58,0.16,0.63,0.39,0.13,0.20,-0.10,0.07,-0.11,0.02,-0.08,-0.00,-0.06,-0.01,-0.04,-0.02,-0.04,-0.02,-0.03,-0.04,-0.04,-0.06,-0.05
127,6815.93,297.57,6802.75,292.76,6818.83,305.57,3.45,6.90,13.33,8.89,5.86,3.72,0.98,-0.20,0.51,-0.85,-0.28,-0.93,-0.86,-0.39,-0.80,0.43,-0.04,0.80,0.46,0.28,0.27,-0.08,0.10,-0.11,0.03,-0.09,0.01,-0.06,-0.01,-0.04,-0.01,-0.04,-0.02,-0.03,-0.02,-0.03,-0.03,-0.04
128,6811.27,305.25,6816.22,306.52,6812.10,290.32,2.80,9.38,12.74,13.44,5.35,3.09,0.97,-0.22,0.43,-0.90,-0.46,-0.87,-0.93,-0.09,-0.43,0.65,0.22,0.46,0.28,0.08,0.16,-0.05,0.08,-0.07,0.03,-0.06,0.01,-0.05,0.00,-0.05,-0.01,-0.04,-0.02,-0.05,-0.03,-0.06,-0.07,-0.09
129,6803.23,291.32,6806.18,296.11,6817.03,291.49,1.69,5.78,10.03,14.87,5.90,3.13,0.98,-0.20,0.53,-0.84,-0.25,-0.95,-0.85,-0.40,-0.73,0.38,-0.10,0.61,0.24,0.32,0.24,0.07,0.16,-0.03,0.09,-0.06,0.05,-0.06,0.03,-0.06,0.01,-0.06,0.00,-0.06,-0.01,-0.07,-0.02,-0.09
130,6815.93,308.27,6803.73,298.54,6804.51,296.42,1.64,5.21,10.71,14.16,5.92,3.58,0.98,-0.20,0.54,-0.83,-0.24,-0.95,-0.83,-0.41,-0.74,0.36,-0.12,0.62,0.24,0.34,0.24,0.08,0.16,-0.03,0.10,-0.06,0.06,-0.07,0.03,-0.06,0.01,-0.06,0.00,-0.06,-0.01,-0.07,-0.02,-0.08
131,6815.35,298.02,6806.30,291.94,6802.00,291.19,3.08,7.02,12.89,12.52,4.23,1.65,0.98,-0.20,0.53,-0.84,-0.26,-0.94,-0.84,-0.38,-0.70,0.38,-0.10,0.59,0.23,0.31,0.23,0.08,0.16,-0.02,0.10,-0.05,0.06,-0.06,0.03,-0.06,0.02,-0.06,0.01,-0.07,-0.01,-0.08,-0.02,-0.11
132,6804.92,299.34,6801.77,293.82,6813.44,296.18,4.45,6.46,7.04,12.71,6.80,2.81,0.98,-0.19,0.55,-0.83,-0.20,-0.96,-0.82,-0.49,-0.86,0.27,-0.30,0.80,0.47,0.52,0.37,-0.07,0.13,-0.13,0.04,-0.09,0.01,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02
133,6804.33,292.57,6814.33,301.90,6816.52,307.38,4.76,9.78,10.38,9.71,8.18,4.80,0.97,-0.23,0.41,-0.91,-0.49,-0.86,-0.98,-0.07,-0.52,0.83,0.63,0.55,0.29,-0.18,0.05,-0.13,0.00,-0.07,-0.01,-0.04,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
134,6815.89,297.04,6814.33,303.32,6815.22,295.07,4.59,9.29,11.78,11.29,9.58,1.65,0.97,-0.23,0.39,-0.91,-0.52,-0.84,-0.98,0.01,-0.29,0.86,0.42,0.28,0.21,-0.05,0.08,-0.07,0.03,-0.06,0.01,-0.04,0.00,-0.03,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.03,-0.04
135,6802.13,308.72,6805.09,303.39,6814.85,298.85,2.33,9.20,10.07,11.70,8.03,4.93,0.97,-0.22,0.45,-0.89,-0.42,-0.90,-0.97,-0.17,-0.58,0.76,0.42,0.55,0.32,-0.03,0.12,-0.10,0.04,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02
136,6801.35,293.58,6818.74,304.07,6815.26,307.04,3.58,7.60,6.81,11.51,6.70,3.85,0.98,-0.19,0.56,-0.82,-0.18,-0.97,-0.82,-0.54,-0.93,0.26,-0.32,0.89,0.56,0.51,0.37,-0.11,0.11,-0.14,0.03,-0.09,0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01
